# Pathway	PD_100P_Abundance	PD_104P_Abundance	PD_105P_Abundance	PD_107P_Abundance	PD_108S_Abundance	PD_109S_Abundance	PD_10P_Abundance	PD_110S_Abundance	PD_111P_Abundance	PD_112S_Abundance	PD_113P_Abundance	PD_114P_Abundance	PD_115S_Abundance	PD_116P_Abundance	PD_117_Abundance	PD_118_Abundance	PD_119P_Abundance	PD_11P_Abundance	PD_120S_Abundance	PD_121S_Abundance	PD_122S_Abundance	PD_123P_Abundance	PD_126P_Abundance	PD_127S_Abundance	PD_128S_Abundance	PD_129P_Abundance	PD_12P_Abundance	PD_130S_Abundance	PD_131P_Abundance	PD_134S_Abundance	PD_137P_Abundance	PD_138S_Abundance	PD_13P_Abundance	PD_140S_Abundance	PD_141P_Abundance	PD_142S_Abundance	PD_145P_Abundance	PD_146S_Abundance	PD_147_Abundance	PD_148P_Abundance	PD_149S_Abundance	PD_14P_Abundance	PD_150P_Abundance	PD_151S_Abundance	PD_152P_Abundance	PD_153S_Abundance	PD_156P_Abundance	PD_157S_Abundance	PD_158P_Abundance	PD_159S_Abundance	PD_15P_Abundance	PD_160P_Abundance	PD_161S_Abundance	PD_162P_Abundance	PD_163S_Abundance	PD_164P_Abundance	PD_165S_Abundance	PD_166_Abundance	PD_167P_Abundance	PD_169P_Abundance	PD_16P_Abundance	PD_170S_Abundance	PD_171P_Abundance	PD_172S_Abundance	PD_173P_Abundance	PD_174S_Abundance	PD_175P_Abundance	PD_176S_Abundance	PD_177P_Abundance	PD_178S_Abundance	PD_179P_Abundance	PD_180S_Abundance	PD_181P_Abundance	PD_182S_Abundance	PD_183P_Abundance	PD_184S_Abundance	PD_188S_Abundance	PD_189P_Abundance	PD_190S_Abundance	PD_191P_Abundance	PD_192S_Abundance	PD_193P_Abundance	PD_194S_Abundance	PD_195_Abundance	PD_196_Abundance	PD_197_Abundance	PD_198_Abundance	PD_199P_Abundance	PD_1P_Abundance	PD_200S_Abundance	PD_203_Abundance	PD_204_Abundance	PD_205P_Abundance	PD_206S_Abundance	PD_207P_Abundance	PD_208S_Abundance	PD_209P_Abundance	PD_210S_Abundance	PD_211P_Abundance	PD_212S_Abundance	PD_213S_Abundance	PD_214S_Abundance	PD_215S_Abundance	PD_216S_Abundance	PD_217P_Abundance	PD_218S_Abundance	PD_221P_Abundance	PD_222S_Abundance	PD_223P_Abundance	PD_224S_Abundance	PD_225P_Abundance	PD_226S_Abundance	PD_227P_Abundance	PD_228S_Abundance	PD_229P_Abundance	PD_230S_Abundance	PD_231P_Abundance	PD_232S_Abundance	PD_25P_Abundance	PD_26P_Abundance	PD_27P_Abundance	PD_28P_Abundance	PD_29P_Abundance	PD_2P_Abundance	PD_30P_Abundance	PD_31P_Abundance	PD_32P_Abundance	PD_33P_Abundance	PD_34P_Abundance	PD_35P_Abundance	PD_36P_Abundance	PD_38P_Abundance	PD_39P_Abundance	PD_3P_Abundance	PD_40P_Abundance	PD_41P_Abundance	PD_42P_Abundance	PD_43P_Abundance	PD_44P_Abundance	PD_45P_Abundance	PD_46P_Abundance	PD_47P_Abundance	PD_48P_Abundance	PD_4P_Abundance	PD_50P_Abundance	PD_51P_Abundance	PD_52P_Abundance	PD_53P_Abundance	PD_54P_Abundance	PD_55P_Abundance	PD_56P_Abundance	PD_57P_Abundance	PD_58P_Abundance	PD_59P_Abundance	PD_5P_Abundance	PD_60P_Abundance	PD_63P_Abundance	PD_64P_Abundance	PD_65P_Abundance	PD_66P_Abundance	PD_6P_Abundance	PD_70P_Abundance	PD_73P_Abundance	PD_74P_Abundance	PD_75P_Abundance	PD_76P_Abundance	PD_77P_Abundance	PD_78P_Abundance	PD_79S_Abundance	PD_7P_Abundance	PD_81P_Abundance	PD_82P_Abundance	PD_83P_Abundance	PD_84P_Abundance	PD_8P_Abundance	PD_9P_Abundance	PD_Extr_neg_plate1_Abundance	PD_Extr_neg_plate2_Abundance	PD_Extr_neg_plate3_Abundance	PD_Extr_pos_plate1_Abundance	PD_Extr_pos_plate2_Abundance	PD_Extr_pos_plate3_Abundance	PD_Lib_neg_plate1_Abundance	PD_Lib_neg_plate2_Abundance	PD_Lib_pos_plate1_Abundance	PD_Lib_pos_plate2_Abundance
PWY-7616: methanol oxidation to carbon dioxide	11.3737180452	0	0	0	7.4550524665	0	0	0	33.5310737837	0	7.3196869812	18.1739737730	0	0	0	0	31.2859828350	0	0	0	0	0	0	2.7743874259	0	0	0	0	0	0	0	0	0	7.5596514877	5.5877701015	0	0	0	0	0	0	0	0	0	0	85.1955829502	0	0	0	0	0	0	0	8.7920703786	0	0	0	0	10.2743049652	0	0	0	0	0	0	0	0	0	0	0	110.6205321010	0	0	0	0	0	0	0	0	0	0	0	0	12.1851639062	0	0	0	0	0	0	9.0326348702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6212473410	0	0	0	0	0	0	0	15.9871306892	0	0	33.9459809559	0	0	0	0	0	0	0	4.3669509420	0	0	0	0	0	0	0	0	27.3707297187	0	0	11.4583337891	0	0	0	0	6.7281663895	0	0	0	0	0	0	52.0581142376	0	0	0	0	8.5431676427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3118886245	0	0	0	0	0	0	433.7168709142	0	0	210.0760790428	207.1311462870
PWY-7626: bacilysin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.4286487990	0	0	261.8578503140	275.4564127868
PWY-7663: gondoate biosynthesis (anaerobic)	372.6177346055	853.1603631458	861.2584306710	0	462.1663908628	624.0247709867	311.9954174542	931.4093533755	1284.0636207040	0	1758.6133014792	1094.6187690439	935.8074012907	197.3745851223	579.7558836751	576.5963766527	906.5655547000	579.3961070264	277.0362510011	535.4581551997	275.2020893505	1021.7404430135	1125.3906826183	654.0803985276	349.0214058446	1119.5106371474	420.5721026400	1101.9452748011	778.4647964989	972.2999931306	607.1104073566	827.8717630052	639.8152075354	485.5998313146	220.6418363728	132.2235064411	829.1867615519	719.9112493225	824.7940514272	870.0385475261	262.0589242144	385.8303970970	1249.5758807223	278.1049538348	552.3667074762	2565.5766556848	172.6156247591	947.0724277628	467.8889200749	788.8429810578	1140.2730704530	895.4173547111	0	2023.7457839482	1023.6820319820	691.0211709954	1167.4731609799	53.4757314983	1315.3411372346	1279.2110917277	496.1551563240	440.1315283853	1071.8838014956	429.4925894217	570.0966150268	654.9787434283	1001.6222233741	781.1089586815	799.4992429613	788.4532771082	3667.1570824485	375.8707050751	418.5941270440	0	1134.3420010562	851.1334385099	487.8515660519	141.3362529572	436.8954532762	0	0	1568.0529023882	452.9073493784	1091.7304653897	2259.6450190494	916.6791552099	533.9662007937	0	738.1596366938	601.3202363636	629.5183179468	1031.8860779813	961.6281439411	722.2540729478	398.1353676836	717.6282120673	445.2413726256	668.6689671171	0	0	772.8927297949	885.3809336024	1422.9445268129	0	0	0	614.5480715979	408.4963645999	1844.4826319926	343.7352670023	869.6404134036	1013.8211453804	760.0117684768	712.8987878329	1617.4034836868	266.7919456825	593.7635273527	2039.5688536332	342.1465635604	0	342.3482207165	19.7479278359	447.4854272471	246.0503936965	252.1630974288	1042.8430972342	839.4540731723	369.7976007590	1132.7494924816	131.0676842057	0	0	298.9489733418	841.3769240805	800.3076328423	569.0487109605	620.1056838891	324.9254989547	243.5557898130	529.7600973863	1214.0332179174	797.1435374778	833.7078349753	642.4966154805	0	555.4590975687	383.4039580607	593.5203100082	979.8951523438	2145.7001446264	471.1934326907	200.4537941017	969.7232213699	392.2963854547	809.8410232508	568.3729911840	189.9151154557	582.1150854885	909.5909383573	96.3961429335	405.1778867044	127.7153371012	60.9639380531	1839.7660907693	289.2768248476	1178.0437058237	535.1770827657	495.3665141135	452.7248157335	111.2620732240	0	303.3008689072	0	257.1225632001	577.7783104231	494.6793818221	0	0	0	0	0	6618.4167304716	0	0	3886.9832509158	3679.5927631257
PWY-7664: oleate biosynthesis IV (anaerobic)	341.6421426410	374.3912055357	743.6262447170	0	343.6020566260	261.8614016300	54.4725493429	172.4682938680	1176.1651349217	0	1564.5487443435	1067.7242529470	352.3380929221	26.5678212028	184.3162783445	177.2051358196	864.7658258022	195.8784020367	217.4505225907	81.1335016033	85.3491911159	757.3493630622	292.2526312189	224.5473600475	229.3012447513	886.3953758515	341.5657664825	391.3919753276	229.9758345000	382.3973811165	177.4082762132	230.2746705901	207.8236606561	427.0692757380	181.7577463188	116.3301922129	486.2038967767	64.1411400565	244.3265282662	639.3941165009	138.1788283764	108.7276228070	460.1813112185	0	512.1348927675	1868.8715464885	144.8933011757	218.8938441850	279.7704034924	777.4779358582	859.5335782335	618.0608935366	0	1286.3413255844	857.1988960034	351.2142494712	1091.4600058415	38.7197309891	735.7062044729	502.4717111981	250.3356380484	214.6769937194	598.9150277242	287.1433110104	98.4826282996	557.2638777961	390.8237674267	428.0331226212	290.0923913991	272.4957553105	2242.4182066842	246.6912384883	254.4972815080	0	671.1338448405	275.6994227681	0	0	127.5824905119	0	0	414.0593117226	327.4369060365	1048.0028464370	1805.8611790782	658.8451454485	14.9639737673	0	309.6173840401	92.6567637697	423.7591215950	357.9064355417	874.8817488265	215.8407289000	260.0520411639	445.7689762706	235.0180990982	186.4989468408	0	0	395.1834645967	0	464.5943966112	0	0	0	367.1842110456	68.3063384223	1606.3212463947	317.2270076188	438.5959852669	443.8125801888	200.8415634582	179.2588153239	1196.3936664388	201.1326378357	384.8214734657	1332.2663867369	249.5823169176	0	93.3758577797	0	420.2663525772	171.4786685683	0	822.9451544370	384.4652409863	157.7396773982	599.4058957588	129.9720303726	0	0	156.5783262262	739.7458302765	648.4302284847	81.4130252862	492.4635389790	257.6183581988	237.3047148256	209.7513058221	871.4914237079	540.3715424250	777.8750944759	338.3747035284	0	0	149.6512083248	106.5746843311	383.7920013945	1119.8961679979	375.8717827839	168.1696945784	651.7827260162	70.7594933643	709.0557478431	239.7918874109	181.6162435336	277.8682166077	213.9525565422	56.4795085466	326.5588798607	107.0253445613	58.5497873322	703.5594621932	123.6178211337	907.5329259077	61.1520566453	196.6819251388	106.6927851264	40.8290796633	0	78.5952330740	0	107.6575553630	418.7070243698	466.6527007010	0	0	0	0	0	5346.3922004249	0	0	3747.1723093922	3590.3902868673
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0	23.4827558234	0	0	0	104.1566768610	0	52.7288682166	10.9018186386	0	0	0	0	0	52.0099164178	52.3298895286	29.0935076628	0	0	42.8514062033	0	460.3093210407	26.7057762501	82.7993739257	70.0659105735	0	0	0	0	0	138.0488094293	0	0	0	0	0	0	15.4590364842	20.0109289019	60.3347046189	0	0	75.7365771375	0	66.1184616635	55.8791552017	0	0	192.2607322188	0	0	42.5883338966	0	73.3521054287	0	18.2238261807	188.8321365176	0	75.4037642855	0	0	0	354.5627254134	0	0	0	0	0	0	0	0	43.1038659621	27.4137187624	0	56.8828446161	34.9157593741	0	0	10.9685601544	0	0	0	0	0	242.9570601543	28.8059437333	0	0	0	68.5583739786	0	31.4722236381	0	0	0	150.5003063807	0	93.0445206749	0	0	62.2753974912	0	28.7699216905	0	0	0	21.8177480033	23.4930402370	0	29.0839501745	0	37.2430537547	0	36.2513527124	0	0	0	0	30.5628662089	0	0	0	0	0	0	35.9697429001	0	46.5078458120	293.7473602017	21.5479467059	0	0	0	10.6512695849	15.9048220816	0	0	0	0	100.6026765177	0	0	0	0	0	33.9266803854	0	23.3645681047	0	0	0	0	0	0	19.8894485165	39.1134163336	0	0	0	0	0	0	0	0	0	0	0	103.8856606544	27.1410611119	0	0	0	0	0	98.7728808771	11.4644171069	0	0	0	0	0	0	0	0	0	0
PWY-7717: 3-hydroxy-4-methyl-anthranilate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3404636479	12.6878097327
PWY-7723: bacterial bioluminescence	0	0	0	0	0	0	0	0	0	0	30.9630013901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9471003743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1614936189	0	15.6935102129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8351103395	0	20.1763434062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7731: superpathway of photosynthetic hydrogen production	0	0	0	0	0	0	0	0	0	0	8.9089852650	0	0	0	0	0	0	0	0	0	0	20.9304983585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.6148427348	0	0	0	0	0	0	0	7.4051427272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7754: bile acid 7&alpha;-dehydroxylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5385141348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7629716164	0	0	0	0	12.6304736495	0	0	0	0	11.1020939650	0	0	0	0	0	0	0	0	0	0	0	0	17.0528355020	0	0	0	0	0	0	0	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	463.6455853085	314.6053914729	353.2387935392	0	538.1346235723	211.6595169809	204.3219374459	432.7746248465	736.7495624115	0	924.6090502239	689.6177106708	448.7903416080	975.7311336973	438.2514883440	386.8828707393	494.3854673232	804.2372097674	415.7917923118	370.0503716088	741.5365132603	262.0982859841	401.6284464039	546.6981263678	566.9397089104	531.7398399654	362.8005358102	284.7818906139	143.3732091770	206.5727802587	437.1236989683	24.5614465762	167.0041256855	568.9321158852	382.2686192941	145.6061339226	518.2251471119	253.1353338250	149.1201027241	573.5289481363	318.6457417719	353.2959665203	662.5992110064	145.6934188098	653.2895707995	1073.8215719091	180.9454779953	337.4676464265	424.7756212349	357.2225991126	508.7603096915	522.4565250696	0	615.6571525091	402.5183359787	273.3239855727	877.4878465683	529.4749172258	432.2751548616	651.6491526100	560.4685389846	740.0824698163	412.4777728698	375.1346931684	621.1690941572	728.1511661909	281.8392809470	417.9470208492	485.8728361225	653.8044139536	1951.2878872117	692.1805641789	543.0480604608	0	1127.7741230216	249.1481729315	243.5780943862	438.5995024123	378.6517055550	0	0	481.2417012080	259.0204438057	599.9516324968	1269.3265946626	825.9285872774	344.8337579607	0	213.9680754766	374.7701719181	451.8278029734	481.5543592774	486.4936925617	647.4945656447	969.4923046169	253.6288697336	279.2195933138	567.8225015315	0	0	446.7438776865	653.0821486879	175.6076426506	0	0	0	524.0688464063	350.0724749513	1187.6066470028	133.5339083022	495.2571389380	370.2774091300	260.6405052863	630.9018154703	376.1914626220	609.3254011271	430.0623445001	1091.7391022348	266.2728282802	0	425.6951157424	9.2200474482	252.6358558668	214.9625793535	440.1399975609	601.4883019103	533.6619924151	680.0219286183	492.0770566134	338.8272762100	0	113.2593971668	186.4759539519	580.9473079496	495.5116506869	371.2439824259	693.2786913882	168.8966970186	614.9423484627	583.2557030592	830.5866044715	538.4666478161	609.5380693686	367.9777034742	0	247.0198720710	374.0989407790	422.8225048430	242.8294793071	1265.0343538652	1006.7370122086	229.3877433159	537.0183850616	164.9305509792	758.2787007632	423.1297729336	374.6229423604	566.0702722939	429.1643931831	215.8966219092	353.9329408293	419.1934585337	87.8533740129	612.5339591722	241.2223100918	587.8821883465	478.1547701073	319.8305521927	403.6014884677	365.2714692843	0	304.1317747824	0	205.2314519439	456.0760105414	183.7801578204	0	0	0	0	0	1457.5756921222	0	0	782.5081888075	686.7304788520
PWY-7783: plasmalogen degradation	0	0	0	0	5.7585544500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1643375639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6235183804	0	0	0	0	0	0	8.1256741864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5290055330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7824671069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514.2658922195	0	0	297.2133380491	255.0344309446
PWY-7784: reductive acetyl coenzyme A pathway II (autotrophic methanogens)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1647623177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.0423857160	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II	1576.1807622240	2537.6345140962	1546.6683928563	0	2946.5645323942	2474.8958590042	999.4063777853	2048.1802234679	2190.5951932295	0	3066.9518969640	1747.7899349695	2238.7674114146	3466.7909493908	1748.0334079229	2133.6614610506	1914.2230301677	2440.5046998712	1633.4200104010	2330.1407152663	2065.9750388708	2247.5118988654	2359.8386101745	2611.6746770115	2794.3303037300	1725.1600870462	1439.4937474095	2019.5369861292	1818.5313604877	3414.1106375808	2604.3153662787	1447.8142297759	2030.8640535675	4117.9249314959	2728.8563503061	2231.5353491800	3031.3522977463	2056.0114321222	2477.6038815395	3065.5957642447	1688.4627807669	1737.0084455646	2077.7100721820	2051.2584766402	1684.0346517937	3421.5220282623	2053.8373740758	2444.0711272299	2991.8371276216	3319.1650453298	1779.1675641232	3036.2630954375	0	2417.0853193146	2894.9535504785	1686.5872890546	2565.7493760823	2462.6085670824	2105.2362700654	2591.8623023183	1977.3537574722	2002.3700395537	2489.2534022667	1440.9213851941	2420.0188247007	2351.8557413728	1636.2352223964	2515.7626321511	1930.4560983034	3495.7080946886	3474.9328064159	2236.3029669405	2064.8669023234	0	4010.9578751598	4247.4249009491	2076.8359917439	2173.5359923861	2459.7017775044	0	0	2844.5123095153	1928.8590166107	3052.7809168433	3416.6994885180	2708.2676471496	2200.8184391185	0	1500.8478739137	2452.9005257331	2064.8358112973	1761.8714509607	1536.4820693234	2879.7479320824	3041.1716548991	2047.5694157626	2739.5509441868	2232.7909251515	0	0	3044.6538635407	2397.7025240026	3692.4508175413	0	0	0	2336.8584934466	2351.9868145339	3593.4844071973	4533.4972229622	3151.9115488936	2288.3587980090	2020.3830242906	2483.8501333857	2989.0125586059	3010.8712609384	2927.0314503948	2678.3757160899	1586.3374889565	0	2019.0077014805	31.9547053559	1608.9284446616	1332.7895662060	1117.8273453765	1992.7133862558	2083.3103783863	1903.3110082349	1756.5058262027	2369.8605413995	0	1758.8822594963	861.4189759558	1918.9793418532	1828.3278855812	1446.9093200805	2493.3089018732	1086.5984187235	1936.1967589813	2274.0926785546	1652.9118926087	1949.9458984558	1493.4220699556	1460.0549157351	37.7259697550	2026.1334347223	1145.8995477510	1520.1115324723	1737.6161423951	2558.2732292539	3562.5766795204	2547.3879164556	1771.4510555656	1020.7650250807	1787.1140788178	1608.5183872064	1659.7514091159	1821.9478275472	1350.8029001059	1400.7791206052	1316.8186752194	1495.3535739977	314.9344136661	1998.6245275601	1451.7927955670	1541.1768241714	1576.4213226962	1221.1897089158	2078.7569177931	1778.7239883891	0	1739.6747872994	0	1356.9358988178	1669.9731498574	1960.7462210264	0	0	0	0	0	3535.7314615573	0	0	2884.9068357112	2832.5589408891
PWY-7791: UMP biosynthesis III	1576.1807622240	2537.6345140962	1546.6683928563	0	2946.5645323942	2474.8958590042	999.4063777853	2048.1802234679	2190.5951932295	0	3066.9518969640	1747.7899349695	2238.7674114146	3466.7909493908	1748.0334079229	2133.6614610506	1914.2230301677	2440.5046998712	1633.4200104010	2330.1407152663	2065.9750388708	2247.5118988654	2359.8386101745	2611.6746770115	2794.3303037300	1725.1600870462	1439.4937474095	2019.5369861292	1818.5313604877	3414.1106375808	2604.3153662787	1447.8142297759	2030.8640535675	4117.9249314959	2728.8563503061	2231.5353491800	3031.3522977463	2056.0114321222	2477.6038815395	3065.5957642447	1688.4627807669	1737.0084455646	2077.7100721820	2051.2584766402	1684.0346517937	3421.5220282623	2053.8373740758	2444.0711272299	2991.8371276216	3319.1650453298	1779.1675641232	3036.2630954375	0	2417.0853193146	2894.9535504785	1686.5872890546	2565.7493760823	2462.6085670824	2105.2362700654	2591.8623023183	1977.3537574722	2002.3700395537	2489.2534022667	1440.9213851941	2420.0188247007	2351.8557413728	1636.2352223964	2515.7626321511	1930.4560983034	3495.7080946886	3474.9328064159	2236.3029669405	2064.8669023234	0	4010.9578751598	4247.4249009491	2076.8359917439	2173.5359923861	2459.7017775044	0	0	2844.5123095153	1928.8590166107	3052.7809168433	3416.6994885180	2708.2676471496	2200.8184391185	0	1500.8478739137	2452.9005257331	2064.8358112973	1761.8714509607	1536.4820693234	2879.7479320824	3041.1716548991	2047.5694157626	2739.5509441868	2232.7909251515	0	0	3044.6538635407	2397.7025240026	3692.4508175413	0	0	0	2336.8584934466	2351.9868145339	3593.4844071973	4533.4972229622	3151.9115488936	2288.3587980090	2020.3830242906	2483.8501333857	2989.0125586059	3010.8712609384	2927.0314503948	2678.3757160899	1586.3374889565	0	2019.0077014805	31.9547053559	1608.9284446616	1332.7895662060	1117.8273453765	1992.7133862558	2083.3103783863	1903.3110082349	1756.5058262027	2369.8605413995	0	1758.8822594963	861.4189759558	1918.9793418532	1828.3278855812	1446.9093200805	2493.3089018732	1086.5984187235	1936.1967589813	2274.0926785546	1652.9118926087	1949.9458984558	1493.4220699556	1460.0549157351	37.7259697550	2026.1334347223	1145.8995477510	1520.1115324723	1737.6161423951	2558.2732292539	3562.5766795204	2547.3879164556	1771.4510555656	1020.7650250807	1787.1140788178	1608.5183872064	1659.7514091159	1821.9478275472	1350.8029001059	1400.7791206052	1316.8186752194	1495.3535739977	314.9344136661	1998.6245275601	1451.7927955670	1541.1768241714	1576.4213226962	1221.1897089158	2078.7569177931	1778.7239883891	0	1739.6747872994	0	1356.9358988178	1669.9731498574	1960.7462210264	0	0	0	0	0	3535.7314615573	0	0	2884.9068357112	2832.5589408891
PWY-7800: Ac/N-end rule pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3230339130	0
PWY-7805: (aminomethyl)phosphonate degradation	0	0	0	0	5.7547081218	0	0	0	65.8089000654	0	0	0	0	0	0	0	19.6336099783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.6860007749	0	0	0	0	37.1314809475	0	0	0	0	0	0	0	0	0	0	0	96.7357285947	0	0	0	0	0	0	0	0	0	0	0	0	0	87.8030709167	0	0	0	0	0	0	0	21.6990294220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5850107383	0	0	0	0	0	0	0	0	0	0	0	3.9203970060	0	9.8222658530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363.7183569223	0	0	183.9796481527	180.7009822348
